question,answer,wrong1,wrong2,wrong3
Dichogamy is,Maturation of anthers and stigmas at different times,Placemet of anthers and stigmas at different levels,Inability of the pollen to germinate on the stigma of same flower,Occurence of barrier between anther and stigma of the same flower
Protogamy is found in,Ficus,Cooton,Sunflower,Rose
Heterostyly is found in,Primula,Tea,Orchids,Malva
Non transfer of pollen from anther to stigma of the same flower due to a mechanical barrier is,Herkogamy,Dichogamy,Heterostyly,Cleistogamy
"In calotropis, cross pollination is favoured by",Herkogamy,Dichogamy,Heterostyly,Dicliny
Emasculation is,Removal of anthers from the flower bud,Pollination between flowers of different plants,Pollination between flowers of the same plant,Artificial pollination before opening of flower
Entomophilous flowers often posses,Sticky and rough pollen,Large number of pollen,Brightly coloured pollen,Dry smooth polen
Stigma are large and sticky in case of,Entomophilous flower,Anemophilous flower,Hydrophilous flower,Malacophilous flower
Entomophilous flowers are,"Large coloured, showy and scented",Colourless,Large,small
Fragrant flowers with well developed nectaries are an adaptation for,Entomophily,Zoophily,Anemophily,Hydrophily
Ornithophily is pollination by,Snakes,Insects,Birds,Bats
Bombax shows,Ornithophily,Entomophily,Malacophyil,Ophiophily
In chiropterophily pollination is performed by,Bats,Birds,Squirrels,Insects
A plant pollinated by bats is,All,Ophrys,Salvia,Kigellia
"In Rafflesia, pollination is brought about by",Snakes,Birds,Elephant,Carrion flies
