question,answer,wrong1,wrong2,wrong3
In germinating seeds fatty acids are drgraded exclusively in the,Peroxisomes,Mitochondria,Proplastids,Glyoxysomes
Which amino acids are present in histones?,Arginine and histidine,Lysine and histidine,Valine and histidine,Arginine and lysine
Which amino acids are present in histones?,Arginine and histidine,Lysine and histidine,Valine and histidine,Arginine and lysine
Lampbrush chromosomes are the large chromosomes found in,Amphibian egg,Oocyte nuclei of Drosophila,Salivary gland cells of Drosophila,None of the above
In the sacculusof Golgi bodies the concave side (trans-face or maturity face) is facing,Cell membrane,Nucleus,Either of two,No such face
"Deposition of silica is often found in grasses, diatoms, etc. in",Cell wall,Cell membrane,Cell sap,Cytoplasm
A cell lacking nucleus would also lack,Chrosomes,Plasma membrane,Mitochondria,Vacuoles
The needle shaped crystals of calcium oxalate are,Raphids,Cystoliths,Druses,Resins
Which of the following cell organelles contains catalase protects the cell from the toxins effects of H2O2?,Peroxisomes,Glyoxysoms,Mitochondria,Centrosomes
Cells having secretary functions have abundant,Dictyosomes,Lysosomes,ER,Osteosomes
In germinating seeds fatty acids are degraded exclusively in the,Peroxisomes,Mitochondria,Proplastids,Glyoxysomes
In which cell organelle one type of organic material is converted into another type?,Chloroplast,Etioplast,Lysosome,Tubular ER
