question,answer,wrong1,wrong2,wrong3
Light reaction of photosyntesis is also called,Hill reaction,Calvin cycle,TCA cycle,All the above
The first stable product of C3 cycle is,Phosphoglyceric acid,Phosphoenol pyruvate,"Ribulose 1,5-biphosphate",Oxaloacetic acid
Both respiration and photosynthesis require,Cytochromes,Sunlight,Green cells,Organic substance
Cyclic photophosphorylation produces,ATP only,NADPH2,ATP and NADPH2,"ATP, NADPH2 and O2"
ATP synthesis during light reaction is,Photophosphorylation,Oxidative phosphorylation,Photlysis,Phosphorylation
for fixing one molecule of glucose in Calvin cycle are required,18 ATP and 12 NADPH2,18ATP and 18 NADPH2,12 ATP and 18 NADPH2,30 ATP and 12 NADPH2
Red drop is,Drop in photosynthetic yield,Drop in oxygen yield,Drop in quantum yield,Drop in organic yield
Photorespiration occurs in,Sphaerosome,Ribosome,Mitochondria,Lysosomes
Photorespiration occurs in,All the above,Mitochondria,Peroxisomes,Chloroplast
First stable compound of photorespiration is,Glycolate,Phosphoglyceric acid,Serine,Glycine
At high oxygen concentration the rate of photosynthesis decreases due to,Warburg effect,Pasteur effect,Emerson effect,Richmond lang effect
Scotoactive stomata are found in,CAM plants,C3 plants,C4 plants,All of these
CAM pathway occurs in,Pineapple,Maize,Onion,Pea
In C4 pathway initial CO2 fixation occurs in chloroplasts of,Mesophyll cell,Guard cell,Bundle sheath cell,All of the above
At compensation point,Rate of photosynthesis is equal to rate of respiration,Rate of photosynthesis is greater than rate of respiration,Rate of photosynthesis is less than rate of respiration,Process of photosynthesis stops
The C4 plnts are different from the C3 plants with reference to the,The substance that accepts CO2 in carbon assimilation,Type of end product of photosynthesis,The number of NADPH that are consumed in preparing sugar,Types of pigments involved in photosnthesis
The C4 plants are different from the C3 plants with reference to the,All the above,First product,Substrate which accepts CO2,Number of ATP molecules consumed
Quanta required for assimilation of one molecule of CO2 or liberation of the molecule of oxygen are,8,16,4,2
The number of light quants required for evolution of one molecule of oxygen is called,Quantum yield,Oxygen yield,Photosynthetic yield,Organic yield
The law of limiting factors for photosynthesis was given by,Blackman,R. Hill,Calvin,Krebs
Limiting factor for photosynthesis in normal condition is,CO2,Light,O2,Chlorophyll
Chlorophyll absorbs,Blue as well as red light,Green light,Red light only,Blue light only
Chloroplast contain maximum quantity of,RuBP carboxylase,Hexokinase,Pyruvic carboxylase,Oxygenase
C4 plants belong to,Monocots,Gramineae,Dicots,Both monocots and dicots
Which one does not take part in electron transfer?,ATP,CoQ,FeS,NAD+
One turn of Kreb's cycle produces,"1 FADH2, 3 NADH and 1 ATP","1 FADH2, 1 NADH and 1 ATP","1 FADH2, 2 NADH and 1 ATP","2 FADH2, 2 NADH and 2 ATP"
Connecting link between glycolysis and Kreb's cycle is,Acetyl CoA,OAA,Cytochrome,Pyruvic acid
Kreb's cycle is,Aerobic,Anaerobic,Anabolic,Catabolic
Enzymes of glycolysis are found in,Cytosol,Matrix of mitochondria,Chloroplast,Anywhere in cell
Which of the following is more efficient,Malate-aspartate shuttle,Glycerol-phosphate shuttle,Both are equally efficient,None of these
A single turn of Kreb's cycle produce how many ATP molecules,12,11,8,17
The form of biological energy used in respiration is,Chemical,Electrical,Mechanical,Radiant
Net gain og ATP in glycolysis from one molecule of glucose is,8,4,2,0
Number of CO2 molecules evolved in glycolysis is,0,2,3,1
R.Q. is,,,,
"In absenceof O2, the end product of glycolysis in RBC is",Lactate,Pyruvate,Ethanol,CO2+H2O
Kreb's cycle occurs in,Matrix of mitochondrion,Cytosole and oxysomes,Inner membrane of mitochondrion,Outer membrane of mitochondrion
Efficiencyof respiration in aerobes is,45%,50%,10%,100%
Largest amount of phosphate bond energy is produced in respiration during,Kreb's cycle,Anaerobic respiration,Fermentation by yeast,Glycolysis
The first phase of cellular respiration in an animal cell is,Glycolysis,ETS,Anaerobic,Fermentation
How many oxygen molecules are used in glycolysis of one molecule of glycose?,0,1/2,1,2
In how many steps in CO2 produced in aerobic respiration?,3,1,2,4
When respiratory substrate is dat respiration is called,Floating respiration,Protoplasmic resiration,Cellular respiration,Dark respiration
Cytochrome oxidase is related with,Cyt a3,Cyt a,Cyt c1,Cyt c
Injury leads to ........... in respiration,Increase,Decrease,Remains constant,Increase or decrease
The universal hydrogen acceptor is,NAD,FAD,ATP,CoA
Inhibition of respiration by increasing O2 concentration is,Pasteur effect,Warburg effect,Blackman effect,Calvin effect
Sequence of cytochrome is,"Cyt b,c,a,a3","Cyt a,b,c,a3","Cyt b,a,a3,c","Cyt b,c,a3,a"
The molecule that regularly passes out of mitochondrion is,ATP,Pyruvic acid,Citric acid,OAA
"In prokaryotic cells, the enzymes involved in the oxidation of metabolites are associated with",Plasma membrane,Nucleoid,Endoplasmic reticulum,Ribosomes
Which of the follwoign steps in cellular respiration make direct use of oxygen?,Electorn transport,Glycolysis,Kreb's cycle,All of these
"The overall goal of glycolysis, Krebs cycle and electron transport system is the formation of",ATP in small stepwise units,Sugars,Nucleic acids,ATP in one large oxidation reaction
Which can readily respire wthout oxygen?,Saccharomyces,Anabaena,Mushroom,Fish
Which enzyme convert glucose into alcohol?,Zymase,Lipase,Diastase,Invertase
Which can readily respire without oxygen?,Saccharomyces,Anabaena,Mushroom,Fish
Most of the reaction of glycolysis require the presence of,Mg++,Mn++,K+,Ca++
The movemnent of hairs in drosera is,Thigmonastic,Heliogenic,Zenogenic,Animonastic
Lawn grass are cut at the top because,Lateral growth occurs,Cell degenerate and rapid regeneration occurs,it is done for aesthetic purpose,It provide more sun light
Leaf fall due to,Absscisic acid,Auxin,Cytokinin,Florigen
Which of the following vitamin is used in ETS?,Riboflavin,Cobalamine,Thiamine,Ascorbic acid
Cyt a3 has,Fe and Cu,Fe,Mn,"Fe, Mn and Cl"
An auxanometer is used to detect,Growth,Guttation,Transpiration,Photosynthesis
To keep the flower fresh we use,Cytokinin,Auxin,Gibberelin,ABA
How many cytochromes are involved in electron transport system?,5,6,4,3
Which would be the last substrate to be used in respiration?,Protein,Fat,Organic acid,Starch
One of the following induces internodal elongation of genetically dwarf plants,Gibberellins,Auxins,Cytokinins,Ethylene
Zeatin is obtained by,Maize,Wheat,Rice,Barley
Maximum energy is obtained by the oxidation of,Palmitic acid,Glucose,Malic acid,Amino acid
The rate limiting ezyme of glycolysis is,Phosphofructokinase,Hexokinase,Aldolase,Hexose isomerase
Which of the follwoing plant parts can respire even in absence of oxygen?,Seeds,Root,Stems,Leaves
ATP has how many high energy pyrophosphoester bonds,2,3,4,1
Precursors of auxin is,Tryptophan,Phenylalanine,Trysoine,Leucine
Stomata closure in plants is induced by,Abscissic acid,Giberlic acid,Cytokinin,Auxin
Gibberlic acid was detected from,Fungus,Bacteria,Virus,Insect
The growth regulator that retardds the ageing of plant,Cytokinin,Auxin,Gibberlin,Absiscic acid
Which one of the following plant growth hormone was extracted from a fungus by a team of japnese Scientists?,Auxins,Gibberlins,Cytokinin,Abscissic acid
Which is indespensible hormone for root tissue culture,Auxin,Cytokinin,Gibberllin,Ethylene
Rooting hormone is,IAA,GA3,Ethylene,none
Which one of the follwong is not a growth promoter?,Abscissic acid,Gibberllin,Indole acetic acid,Cytokinin
Plant apex produces growth promoting factor called,Hormone,enzyme,protein,carbohydrate
Cold treatment flowering is,Vernalization,Cryopreservation,Cryoflowering,Cryoprotect
Level Auxanometer is used to measure,Growth,Respiration,Photosynthesis,Transpiration
Auxins are,Hormones,Enzymes,Tannins,Vitamins
Substance present in apical part which help in growth is,Hormone,Enzyme,Vitamin,None
ABA is a plant growth hormone involved in,Dormacy of seed,Shoot elongation,Root elongation,Increased cell division
Bioassay for auxin is done with,Avna curvature test,Seed dormancy test,Green leaf test,Dwarf maize test
Response twards touch is known as,Thigmotropism,Geotropism,Rheotropism,Thermotropism
The closer of lid of pitcher plant is due to,Paratonic movement,Autonomic movement,Turgor movement,Tropic movement
Coconut milk contain,Cytokinins,Gibbellins,Auxins,ABA
Which of the following is crrect,Enzyme increases digestion without being itself used up,Hormone increase reaction without being itself used up,Enzyme increases digestion being itself used up,Hormones doesn't alter rate of reaction
Food mobilization in germinaying seed is due to,Gibberllin,Auxin,Cytokinin,Ethylene
Which of the following used to defoliation of forest trees?,"2,4-D",Malic hydrazide,amo 1618,Phosphon D
The movement of leaf in mimosa is,Seismonastic,Epinastic,hyponastic,Thigmonastic
