question,answer,wrong1,wrong2,wrong3
"A tube, closed at one end and containing air produces, when excited, the fundamental note of frequency 512 Hz. If the tube is open at both ends, the fundamental frequency that can be excited is (in Hz)",1024,512,256,128
"A cylindrical tube, open at both ends has a fundamental frequency f in air. The tube is dipped vertically in water so that half of it is in water. fundamental frequency of air column is now",f,f/2,3f/4,2f
The end correction for the vibration of air column in a tube of circular cross- section will be more if the tube is,made wider,increased in length,decreased in length,made thinner
"A hollow metallic tube of length L and closed at one end produce resonance with tuning fork of frequency n. The entire tube is then heated carefully so that at equilibrium temperature its length change by I. If the change in velocity V of sound is v, the resonance will now be produced by tuning fork of frequency.",\(\frac{V+v}{4(L+l)}\),\(\frac{V+v}{4(L-l)}\),\(\frac{V-v}{4(L+l)}\),\(\frac{V-v}{4(L-l)}\)
"The end correction of a resonance column is 1.0 cm. If the shortest length resonating with the tuning fork is 15.0 cm, the next resonating length will be",47 cm,31 cm,45 cm,46 cm
"The frequency of a vibrating wire is f. When area of cross section of a wire is halved and tension doubled, the frequency becomes",2f,f,3f,√2f
"A sonometer wire, 100 cm in length, has a fundamental frequency of 330 c/s. The velocity of propagation of transverse waves along this wire is",660 m/sec,330 m/sec,115 m/sec,990 m/sec
"Two stretched wires of same material of lengths and 21
vibrate with frequencies 100 and 150 Hz respectively. The ratio of their tension is",1:9,2:3,3:2,1:3
"Two wires made of the same material are of equal lengths but their diameters are in the ratio of 1:2. On stretching each of these two strings by same tension, the ratio between the fundamental frequencies of these strings is",2:1,1:2,1:4,4:1
The length of a sonometer wire is doubled and its tension is increased four times. The fundamental frequency of the wire is changed in the ratio,1:1,1:8,1:2,2:1
"A cylindrical tube, open at both ends has a fundamental frequency ƒ in air. The tube is dipped vertically in water so that half of it is in water. The fundamental frequency of air column is now:",f,f/2,3/4 f,2f
"If oil of density higher than water is filled in place of water in a resonance tube, its frequency will",remain unchanged,increase,decrease,depend on the density of material of the tube
"In the equation\(y = cos( \frac{2π}{60}x)sin(100at)\), x and y are.in cm and t is in seconds. At the node find the value of x",15cm,100/2π cm,20cm,12.5cm
"An organ pipe P1 closed at one end and vibrating in its first overtone and another pipe P2 open at both ends are vibrating in its third harmonic are in resonance with a given tuning fork. The ratio of the length of P1 and P2 is:
50. An open pipe of length L, and closed pipe of length L2 resonate to the same tuning fork. The ratio of their lengths (L1/L2) is",1/2,8/3,3/8,1/3
The third harmonic of open ended pipe of length 50 cm is,996 Hz,332 Hz,166 Hz,100 Hz
In a resonance tube the air columns for the first and second resonance differ by 31.5cm. The Wavelength of the sound waves in the tube is,63.0 cm,31.5 cm,126.0 cm,252.0 cm
One open organ pipe of l = 27 cm and closed organ pipe of length 21 cm sound in unison in their 1st overtone. Calculate the end correction for both pipes.,1.5 cm,0.6 cm,0.9 cm,1.2 cm
"A string has mass 0.01 kg and has length 1 m. If the tension is 1000 N, the velocity of transverse wave in the string is",316 m-1,340 ms-1,336 ms-1,366 ms-1
"An open pipe of length L, and closed pipe of length L2 resonate to the same tuning fork. The ratio of their lengths (L1/L2) is",2:1,4:1,1:1,1:2
"The fundamental frequency of a closed organ pipe is equal to the first overtone frequency of an open organ pipe. If the length of the open pipe organ is 60cm, what is the length of the closed pipe?",15 cm,30 cm,45 cm,60 cm
"Resonance will be produced with sound waves of 48cm, in a closed pipe of length",36 cm,12 cm,24 cm,48 cm
Identify the equation of stationary wave for free end:,y=-2asinωt.coskx,y=2asinωt.sinkx,y=-2acosωt.sinkt,y=+2asinωt.cosωt
The equation of stationary wave is given by y= -2acosωt.coskx. The phase difference in between the incident wave to be the reflected wave is,zero,π/2,π,`3π/2
"The radius, density and tension of string A is twice the radius, density and tension of another string B. If the length of both strings are equal, then the ratio of their frequency of vibration is:",1:2,2:1.,1:4,4:1
A piano wire of diameter 0.9 mm is replaced by another wire of 0.93 mm. Then the percentage change in frequency of piano wire is,- 3.3%,+3.0%,+3.3%,- 3.0%
"A tuning fork of 200 Hz is in unison with sonometer wire. If percentage increase in tension of wire is 1, then the beats heard per second is",1,2,3,4
"If n1, n2, n3 are the fundamental frequencies of three segments into which a string is divided. The original fundamental frequency of wire is",1/n=1/n1+1/n2+1/n3,n=n1+n2+n3,\(\sqrt{n}=\sqrt{n1}+\sqrt{n2}+\sqrt{n3}\),\( \frac{1}{\sqrt{n}}= \frac{1}{\sqrt{n1}}+ \frac{1}{\sqrt{n2}}+ \frac{1}{\sqrt{n3}}\)
"If tension in sonometer wire decreases by 19%, then percentage change in frequency is",-10%,10%,15%,-15%
A sonometer string and a tuning fork when sounded together give 6 beats/sec whether length of sonometer string is 95cm or 100cm. The frequency of tuning fork is,234 Hz,262 Hz,256 Hz,260 Hz
"A string of 36 cm length was in unison with a fork of frequency 256 per second. It was in unison with another fork when the vibrating length was 48cm, the tension being unrelated. The frequency of the second fork is",192 Hz,284 Hz.,320 Hz,212 Hz
A cord attached to a vibrating tuning fork is divided into six segments under a tension of 36N. It will be divided into 4 segments if the tension is,81N,16N,24N,48N
"In a resonance column, first and second resonance are obtained at depths 22.7cm and 70.2m respectively. The third resonance will be obtained at a depth",117.7cm,92.9cm,115.5cm,113.5cm
"The end correction of a resonance column is 1.0cm. If the shortest length resonating with the tuning fork is 15.0cm, the next resonating length will be",47cm,31cm,45cm,46cm
"A glass tube 1m length is filled by water. The water can be drained out slowly at the bottom of the tube. If a vibrating tuning fork of frequency 500c/s is brought at the upper end of the tube and the velocity of sound is 330m/s, then the total number of resonance obtained will be",3,4,2,1
The speed of sound in air is 320m/s. A closed organ pipe of length 1m can resonate with a frequency of,All,80 Hz,240 Hz,400 Hz
The speed of sound in air is 320m/s. An open organ pipe of length 40cm can resonate with a frequency of 1201 Hz. Which overtone is it?.,3rd,1st,2nd,None
An open organ pipe has fundamental frequency 300 Hz. The frequency of first overtone of open organ pipe is equal to the frequency of first overtone of closed organ pipe. If speed of sound in air is 320m/s then length of closed organ pipe is,40 cm,10 cm,20 cm,80 cm
An open organ pipe is suddenly closed at one end with the resultant frequency of first overtone of open organ pipe is 100 Hz more than frequency of first overtone of closed organ pipe. The fundamental frequency of open organ pipe is,200 Hz,100 Hz,300 Hz,400 Hz
"The equation of a stationary wave is    : \(y=5sin \frac{πx}{3}cos40πt\)

Where x and y are in cm and t in seconds. Then the separation between two consecutive nodes is:",3cm,12cm,6cm,1.5cm
The velocity of sound is 350 m/s. The length of open organ pipe is 50 cm. Find its fundamental frequency.,350Hz,700Hz,500Hz,175Hz
The maximum wavelength that can be set in a stretched string of length 'l' is,2l,l/2,4l,l/4
"In a stationary longitudinal wave, nodes are points of:",maximum pressure variation,minimum pressure variation,minimum pressure,maximum pressure
