question,answer,wrong1,wrong2,wrong3
The cross between the F1 hybrid and dominant parent is,Out cross,Back cross,Test cross,Reciprocal cross
The number of gametes tye formed by AaBbCc individuals for three gene loci is,8,2,4,16
The genotypic and phenotypic ratio is the same for,Incomplete dominance,Albinism,Codominance,Multiple alleles
RR (Red) Antirrhinum is crossed with white (WW) one. Offspring RW is pink. This is an example of,Incomplete dominance,Dominant-recessive,Hybrid,Supplementary genes
Incomplete dominance is found in,Antirrhinum,Neurospora crassa,Lathyrus odoratus,Pisum sativum
The phenotypic ratio of a monohybrid F2 progeny of incomplete dominance is,1:2:1,1:1:1:1,2:1:1,3:1
AB-blood group is an example of,Co-dominance,Dominance,Lethal genes,Incomplete gene
phenotypic ratio and genotypic ratio are equal in,Both of these,Incomplete dominance,Lethal gene,Epitasis
Lethal genes have a phenotypic ratio,2:1,1:2:1,3:1,4:1
Lethal gases are,Killer in a homozygous state,Causative for the appearance of ancestral,always recessive,Genes present on  different chromosomes but influence single trait
Which one is an exception to Mendel's principle?,Mirabilis,Wild pea,Garden pea,Maize
A gene pair hides the effect of another. The phenomenon is,Epistasis,Dominance,Mutation,None of above
"When both alleles express their effect on being present together, the phenomenon is",Codominance,Dominance,Pseudodominance,Amphidominance
"In genetics cross having recessive epistasis, F2 phenotypic ratio will be",9:3:4,9:6:1,15:1,12:3:1
Ratio 9:7 is due to,Complementary genes,supplementary genes,Lethal genes,Epistatic genes
A ratio of 12:3:1 is found in,Dominant epistasis,Recessive epistasis,Complementary gene,Duplicate gene
Gene with multiple effects is,Pleiotropic,Codominant,Epistatic,Supplementary
Which one is connected with multiple Phenotypes?,Pleiotropy,Epistasis,Polygenic inheritance,Mutations
Sickle cell anemia is,Autosomal heritable disease,sex-linked inheritance,Infectious disease,Deficiency disease
Sickle cell anemia is an example of,Pleotropy,Epistasis,Codominance,Incomplete dominance
"When a trait is determined by more than one gene, it is called",Polygenic inheritance,Codominance,Pleotropism,Epistasis
Polygenic inheritance is called,Quantitative inheritance,Incomplete inheritance,Qualitative inheritance,Co-dominance
"In humans, height shows a lot of variation. it is an example of",Polygenic inheritance,Multiple alleles,Pleiotropic inheritance,Pseudoalleles
Inheritance of skin color in humans is an example of,Polygenic inheritance,Mendelian inheritance,Monogenic inheritance,Complementary genes
The ratio 1:4;6:4:1 is seen in,Polygenic inheritance,Monogenic inheritance,Complementary inheritance,Incomplete dominance
ABO blood group system exhibits,Multiple allelism,Epistasis,Incomplete dominance,Codominance
How many possible genotypes are there for ABO blood groups?,6,4,16,8
Genes located on the same locus but having different expressions are,Multiple alleles,Oncogenes,Polygenes,Codominance
The number of phenotypes in the ABO blood grouping system is,4,6,2,3
Blood grouping in human beings is controlled by,3 alleles in which I^A and I^B are dominant,3 alleles in which I^B is dominant,4 alleles in which I^A is dominant,3 alleles in which none is dominant
A child with a mother in the A group and a father AB group will not have the following blood group,O,A,B,AB
A child of the O-group has a B-group father. The genotype of the father will be,I^BI^O,I^OI^O,I^BI^B,I^AI^B
The eye color of Drosophila is an example of,Multiple allelism,Polygenic inheritance,Codominance,Incomplete dominance
Heterozygous tall (Tt) is crossed with homozygous tall (TT). The percentage of heterozygous in the progeny would be,50%,25%,75%,100%
A cross between AaBb and aabb yields,"AaBb,Aabb,aaBb,and aabb",Aa Bb and aabb,AaBb,Aabb
The cross between AaBB and aaBB will from,1AaBB:3aaBB,1AaBB:1aaBB,AllAaBB,3AaBB:3aaBB
"If the red-eyed (dominant) fly is mated with the white-eyed (recessive) fly, the ratio of red to white-eyed in the F2 generation would be",3:1,2:2,2:1,1:3
Gametes of AaBb individual can be,"AB, Ab, aB, ab","Aa, Bb","AB, ab","AB, ab, aB"
The segment of DNA which acts as an instrument for the synthesis of protein is,Gene,Nucleoside,Nucleotide,Ribose
Gene is located in,Chromosomes,Ribosome,Lysosomes,Centrosomes
A genetic unit that codes for the amino acid  sequence of a completed Polypeptide chain is most closely related to the,Cistron,Muton,Recon,Replicon
The smallest segment of genetic material affected by mutation is,Muton,Exon,Recon,Cistron
Sudden and heritable changes in the character of an organism are called,Mutation,Selection,Heterosis,Inbreeding
The mutation of type in which a part of the complete gene is removed from the genome is called,Deletion,Inversion,Duplication,Translocation
"When a segment of chromosome breaks and later rejoins after 180 rotations, it is known as",Inversion,Deletion,Duplication,Translocation
Gene mutations are also called,Point mutations,Chromosomal aberrations,Lethal mutations,All of these
The exact multiple of the haploid number is,Eupolid,Hyperploid,Aneuploid,Neteroploid
Haploids are preferred over diploids for mutation studies because haploids,Recessive mutation express immediately,Tissue culture is easy,A mutation is readily inducted,Dominant mutation express immediately
Triticum durum is,Tetraploid,Diploid,Triploid,Hexaploid
"Triticum aestivum, the common bread wheat is",Hexaploid with 42 chromosomes,Diploid with 14 chromosomes,Triploid with 21 chromosomes,Tetraploid with 28 chromosomes
Which of the following is man-made,Triticale,Secale,Triticum,Cicer arietinum
Polyploidy can be  induced artificially by,Colchicine,Inbreeding,Line breeding,Self-pollination
In a diploid cell is treated with colchicine then it becomes,Tetraploid,Diploid,Triploid,Monoploid
A condition characterized by not having an exact number of chromosomes in a multiple of a haploid set is called,Aneuploidy,Polyploidy,Synploidy,All of these
Aneuploidy is,2n+1,n-1,3n,n+1
The loss of one single chromosome creates a condition called,Monosomy,Trisomy,Nullisomy,Haploid
Monosomics are,2n-1,n,2n+1,2n+2
A double monosomic is correctly represented as,2n-1-1,2n-2,2n+2,2n+1+1
