question,answer,wrong1,wrong2,wrong3
"If the Earth suddenly looses quality to attract
things",The weight will vanish,The mass will vanish,Both weight and mass will vanish,None of the above
A body of mass 'm' moving with velocity 'v' collides elastically head on with another body of mass '2m' which is initially of rest. The ratio of K.E of bodies before and after collision will be:,9:1,1:3,1:1,4:1
"Orbital velocity of satellite near earth's surface
equals.... escape velocity.",1/√2,√2,2,1/2
"The period of satellite in a circular orbit near to a
planet independent of:",Radius of satellite,Mass of planet .,Radius of planet,All of the above
A man weighing 70 kg carries a weight of 10 kg to the top of tower 100 metres high. The work done,58400 ft.lb,18400 N,7000 erg,21 joule
The weight of fa body will become 1/3 times the weight on the surface of earth at the depth(d) is given by,2R/3,3R/2,3R,2R
"If two masses of 4 kg & 16 kg are moving with equal kinetic energy, what will be the ratio of their momentum?",1:2,4:1,1:4,1:2
The value of acceleration due to gravity at a depth below earth's surface is one fourth its value on the surface . The depth will be nearly,3/4 R,1/2 R,√2/3 R,1/4 R
Two particles of masses 4 kg and 16 kg are moving with equal K. E. What is the ratio of their linear momenta ?,1/2,1/4,1/8,1/16
A body of mass 10kg at a height of 500m from the earth surface has energy of 850KJ. It is moving with the velocity nearly equal to,400m/s,200 m/s,300m/s,500m/s
"A car is having mass of 100kg and frictional force applied to it is 200N. When the car is moving with velocity of 20m/sec, what will be the power supplied?",4KW,24KW,20KW,4000KW
"The mass of the earth is 80 times that of the moon and their diameters are 12800 km and 3200 km respectively. The value of the acceleration due to gravity on earth is 9.8 m/s2, then its value on the moon will be",1.66 m/s2,16.6 m/s2,9.8 m/s2,0
Work done by a conservative force around closed path is,0,>1,<1,Infinity
The escape velocity of Moon of mass 7.2 x1017 kg & radius 17 x 106 km is,2.4 km/s,1.2 km/s,11.2 km/s,10 km/s
A force F = (10+ 0.5x) acts on a particle in x- direction where F is in Newton and x is in meter. How much work is done by the force for a displacement from x = 0 to x = 2 m?,1: √2,1:1,√2:1,2:1
"The power of a water pump is 3 kilowatt. The volume of water it can raise in one minute to a height of 10 m, assuming g = 10 ms-2 is",1.8 m3,2 m3,2.4 m3,4 m3
"An earth satellite revolves round a circular orbit at a height of 300Km above the earth surface. If the radius of earth is 6400 Km, the velocity of the satellite will be nearly",7.7 km/s,8.1 km/s,3.5 km/s,1.2 km/s
"At what depth the value of g reduced to 1/4th of
that at the earth surface:",34R,R/2,R/4,NONE
The value of g moving fom equator to pole,increases,decreases,zero,is maximum at 45º latitude
"If an automobile moves with constant power P, relation between velocity and time will be",v ∝ t½,v∝t 3/2,v∝t²,v∝t
"The graph between kinetic energy and momentum
of body will be",parabola,straight line,Circular,Hyperbola
"The power of a water pump is 2 MW. The volume of water it can raise per minute to a height of 10 m assuming g = 10 m/s2, is",1200L,600L,800L,1800L
A machine lifts a block of mass 100 kg from the ground to a height of 5 m in 5 seconds. The average power in kilowatt of the machine is nearly [2065 (Mangsir)],1,0.5,2,4
Two planets have radii ri and r2 and densities d and d2 respectively. The ratio of the acceleration due to gravity on them will be,r1d1: r2d2,r1d2: r2d1,r1^2 d1: r2^2 d2,r1 d1^2: r2d^2
A satellite is moving round the earth in a circular orbit of radius 8000Km with a velocity of 800m/s the acceleration due to gravity on the satellite is,0.08ms-2,0.04ms-2,0.06ms-2,0.01ms-2
"If the momentum is increased two times, then the K.E. increases by,",4 times,2 times,√2,8 times
Two masses of 4 kgs & 16 kgs are moving with equal kinetic energy. What will be the ratio of their momentum?,1:2,4:1,1:4,1:12
A Rocket launched with the escape velocity follows,Parabolic path,Straight line,Circular path,Elliptical path
"f unit of force & length are doubled, then unit of power becomes:",2 times,6 times,4 times,none
The satellites A & B having radii 4R & R respectively revolving round the earth. If the velocity of A is 3V then the velocity of B is,6v,(3/2)v,4v,(2/3)v
"A bomb of 12 kg explodes into two pieces of masses 4 kg and 8 kg. The velocity of 8kg mass is 6m s1, the K.E. of other mass is",288j,48j,32j,24j
"Two satellites A & B are rotating with radii R& 4R respectively. If speed of B is 3v, speed of A is",6v,1.5v,3v,4.5v
"When a spring is stretched through 'a', EPE = 100 J. When stretched through 3a, new EPE = ?",900,90,150,200
g is the acceleration due to gravity at the surface of the earth. Its value at the pole is,greater than g,lesser then that at equator,lesser than g,none of the above
Power of water pump is 4 kW. Volume of water which can be raised to height 10 m in minute is (g= 10 ms-2),2.4 m3,0.4 m3,1.0 m3,None
Let G be the gravitational constant and R br the radius of the earth . IF the radius of the earth becomes half the new value of gravitational constant will be,G,G/2,2G,RG
Two masses M and N have gravitational force of attraction between them. Now if they are immersed in a liquid of specific gravity 3. What will be the new force of attraction between them?,F,3F,F/2,F/3
What happens to the weight of body when angular velocity of earth increases?,Decreases at equator and remains unchanged at poles,Increases of equator and remains unchanged at poles,Increases both at equator and poles,Decreases both at equator and poles
If a body with K. E. E is projected at an angleθ with the horizontal. Then the potential energy at the highest point is,Esin² θ,0,E,Ecos² θ
What is the ratio of kinetic to total energy of an orbiting satellite?,-1:1,1:2,2:1,2:-1
"If an object of mass 'M' is taken from earth to
moon, its mass becomes",M,M/6,M/8,4M
When radius of an orbiting satellite is increased then waht remains constant,angular momentum,orbital velocity,moment of inertia,angular velocity
"fx is the momentum, y the KE. What is the elation between them",x ∝ √y,x ∝ y,y ∝ √x,y∝ x
"The escaped velocity of a planet is 11.2 ms-1 for another planet with double the mass and half the radius, value of escape velocity becomes:",22.4 m/s,11.2 m/s,3.65 m/s,9.85 m/s
"The maximum value of gravitational field intensity
is at:",pole,equator,center of earth,same everywhere
The orbital velocity of a satellite doesn't depend upon,mass of satellite,radius of earth,mass of earth,both
Time period of a satellite at 35800 km is:.,24 hrs,32 hrs,12 hrs,72 hrs
"The escape velocity of a body in the surface of earth is 11.2 km/s. If radius of earth becomes half, the escape velocity would become",22.4 km/s,5.6 km/s,11.2 km/s,44.8 km/s
"The mass of the mars planet isth of mass of the earth & half of the diameter of earth. If the acceleration to gravity of the earth is 9.8 m/s2. Then, what is the acceleration due to gravity of the planet (Mars) is,",4.9 m/s2,9.8 m/s2,1.76 m/s2,3.2 m/s2
"To have an earth satellite synchronous with rotation of earth, it must be launched.",west to east in equilateral plane,east to west in equilateral plane,south to north in geostationary,north to south in polar plane
Mars has mass 1/10 times earth and radius 1/2 times earth then acceleration d/t gravity in moon is,2/5 g,5/2 g,g,4g
The escape velocity of earth is 11.2 km/s. The escape velocity of planet having double the size of earth is (if density is same),5.6 km/s,11.2 km/s,22.4 km/s,44.8 km/s
"When earth stops rotating, about its axis value of g (except pole)?",increases,decreases,zero,constant
When earth doesn't rotate about its axis then what effect can be seen in its gravity? (Except at poles),Will increase,Will decrease,Remain same,None
Orbital velocity of satellite depends upon,Mass of earth and radius of orbit,Mass of earth only,Radius of earth only,Neither mass nor radius of orbit
What is true for a satellite orbiting around the earth,Speed in maximum when is a near the earth because of constant angular momentum.,Sweeps out equal mass in equal interval as energy is constant.,Speed is maximum when it is near because angular momentum is variable.,Constant linear momentum.
Which is true?,The velocity of earth is greater near the sun is on account of momentum.,The velocity of earth is greater near the sun is on account of repulsion.,The velocity of earth is less near the sun.,The velocity of earth is same every where around the sun.
The earth satellite is 4 times higher than the communication satellite from surface of the earth. Then time period of earth satellite is:,192 hrs,186 hrs,384 hrs,372 hrs
The cause of day and night is due to,Rotation of earth around its axis,Revolution of earth around the sun,Effect of gravity of sun on earth,Effect of gravity of moon on earth
The time period of communication,24hrs,12 hrs,1 year,6 hrs
"Work done in raising a body of mass 'm' from surface of earth to height equal to radius of the
earth is given by",mgR/2,2mgR,mgR,mgR2
"Sun sweep out equal area in equal interval of
time"". It is the statement of",Kepler's law,Kirchoff's law,Wein's law,Einstein's law
"Two bodies of mass is 20Kg and 30Kg are 30m
apart. Then force between them is",4.4 x 10-11N,2.2 x 10-11N,3.3 x 10-11N,5.5 x 10-11N
".The acceleration due to gravity on a planet is 1.96 m/s2. If it is safe to jump from a height of 2 m on the earth, what will be the corresponding safe height on the planet?",10 m,2 m,5 m,20 m
The moon has no atmosphere because,The escape velocity of air molecules is less than r.m.s velcoity,It is close to earth,It revolves round the earth,It gets light from the sun
The height at which acceleration due to gravity become half as that on earth's surface is.,2.65 x 106 m,6400 km,6.4 x 105 km,3.2 × 109 m
A satellite is revolving around a planet of radius r with speed Vo. If the satellite is made to revolve in another planet of twice the mass than original and constant radius then ratio of initial to final velocity is,1:√2,1:1,1:2,√2:1
.The weight of body is minimum at.,equator,poles,a point between equator and poles,none
If a hole is bored along the diameter of earth and a stone is dropped into the hole,"the stone executes simple harmonic motion about
centre of earth",the stone reaches the centre of earth and stops there,"the stone reaches other side of earth and stops
there","the stone reaches the other side of earth and
escapes into space"
"If a planet had mass and radius half of the earth, the acceleration due to gravity of that planet is:",19.6 m/s2,4.9 m/s2,9.8 m/s2,10 m/s2
"The acceleration due to gravity on a planet is 1.96ms2. If it's same to jump from a height of 2m on the surface of the earth, What will be the corresponding safe height on the planet ?",10 m,6 m,100 m,1.96 m
"If the radius of earth were to decrease by 1%, its mass remaining the same, the acceleration due to gravity on the surface of the earth will",increases by 2%,increase by 1%,decreases by 2%,decreases by 1 %
Which statement is incorrect ?,weight and mass are same physical quantities,weight of body in pole > than in equator,weight of body in plane > than in hill,weight and mass are different physical quantities
"The force of gravitation between two mass is F. If both the masses is reduced to half, then gravitational force becomes:",reduced to quater,double,quadruple,halved
The gravitational force between two objects is F. If the distance between them is doubled then force becomes,F/4,F/2,F,2F
The time period of satellite,independent of mass of satellite only,do not depend on mass of radius,independent of radius,depends on mass and radius
Escape velocity of a body projected from earth,√(2GM/R),2√(GM/R),√GM/R,√GM/2R
Geostationary satellite of the earth,Rotate about the polar axis,At rest in positional,stays stationary in space,has its time period less than that of earth
If a body is projected with velocity V less than escape velocity of earth then the total energy of the projected body is,-ve,+ve,zero,may be+ve or -ve
"At particular point, the gravity is always constant for same or diff"" mass because",inertial mass & gravitational mass constant.,Gravitational force is constant,Gravitational force is directly proportion to inertial mass,all
Which one of the following statement is correct?,the value of g is more at the poles that at the equator,value of g is same at all places,the value of g is more at the equator than at the poles,"the value of g is maximum at the center of the
earth."
The mass & diameter of a planet is three times than the earth. Then find the acceleration due to gravity on planet:,3.3 m/s2,9.8 m/s2,9.8 cm/s2,3.3 cm/s2
The mass and diameter of a planet are three times that of the earth. The acceleration due to gravity on the surface of the planet is,3.3 m/s2,9.8 m/s2,1.1 m/s2,9.8 cm/s2
The orbital velocity of satellite is given by,√GM/R,√2Gm/R,GM/R,24GM/r
Value of acceleration due to gravity is maximum at,pole,equator,center,equally at all places
A bullet is fired to a wooden plank resting on frictionless table. On this collision which among the following is conserved?,Only KE,Only KE,Both KE and momentum,Neither KE and momentum
"A bullet is fired from a rifle, then the KE or the rifle is:",Less than that of bullet,More than that of bullet,Equal to that of bullet,Can be less or more than that of bullet
It is easier to roll a stone up a stroping than to it vertical upwards because:,Work done in rolling is more than in lifting,Work done in rolling is less than in lifting,Work done is same but the rate of doing works less in rolling,Work done in rolling is equal to work done a lifting
A person holds a box of weight 60N on his hand for 5 minutes. The amount of work done by him,Zero,300N,600N,900N
42.When K.E. of body increases by 36%. Then they decrease in momentum of a body,20%,25%,30%,33%
.Force is measured by,Dyanmometer,Speedometer,Technometer,Potentiometer
bullet of 0.04kg is fired with the speed of 90m/s stops penetrating 60cm of the block. Then average force to stop the bullet will be,280N,275N,270N,285N
A man weighing 60N walks 10m horizontal for certain time and moves vertically 5m. Find the work done by the man.,300,600,200,100
Wind is moving with velocity V. Power obtained from wind energy is directly proportional.,V^3,V,V^2,V^4
"Two bodies of mass M & m (M> m) are joined by a string, then center of mass lies",towards M,between M and m,towards m,both a and b
If the linear momentum of a body increases by 50% then the percentage increase in its KE will be,125%,50%,100%,225%
The center of mass is independent of,force of the particle,position vector,relative separation of distance,masses of particle
"The human heart pumps 75cc of blood through aorta at each beat against a constant average pressure of mercury Assuming that the pulse frequency is 7 2 per minute, the power of human heart is, ( g = 10m / (s ^ 2) , rho = 13.6g / c * m ^ 3 h = 100mm ) .",1.225,1.36W,7.2W,7.5W
"When momentum of body increases by 50 \%, K.E. increases by?",125%,50%,100%,150%
"A body of mass 0.5kg is moving with velocity 2 ms 1, it collides with a body of mass 1 kg in elastically,
then loss in energy is",0.67 J,0.51 J,0.34 J,1 J
A body is rolling in a horizontal plane. The velocity in the centre paddle is √2 m/s. calculate the velocity in the rim.,2√2,0,2,√2
When two identical body A and B with same mass  approaching with +0.5 m * s ^ - 1 and - 0.3m * s ^ - 1 from opposite direction. When they collide with each other their velocity will be respectively,- 0.3m * s ^ - 1 & 0.5m * s ^ - 1,- 0.5m * s ^ - 1 & 0.3m * s ^ - 1,+0.5 ms^ -1 \& - 0.3m * s ^ - 1,-0.4 m*s^ -1 \& - 0.4m * s ^ - 1
C.M center of mass of a body,"may lie inside, outside or surface of body",may lie inside body,may lie outside body,may lie oon surface of body
52.A substance is projected with a K.E. of K at an angle 45 deg with the horizontal. The K.E. at maximum height will be,K/2,0,K,2K
If a gymnast on a rotating stool with his arms outstretched suddenly lower his arms,The moment of inertia decrease,The angular velocity decrease,The angular velocity remains constant,The angular momentum increase
"When potential is increased by 4 times, the change in KE and velocity if charges & mass remains constant is","4 times, 2 times","4 times, 4 times","2 times, 2 times",None
"If no internal force is applied in a body the velocity
of the centre of mass is",Remains constant,Zero,Increases,Decreases.
"The product of moment of inertia & angular
acceleration gives",torque,Linear momentum,Angular momentum,force
"54.A body of mass 'm' moving with velocity v splits in
m/4 comes to rest instantly. What is the K.E. of other mass....",2/3 * m * v ^ 2,1/3 * m * v ^ 2,4/3 * m * v ^ 2,m * v ^ 2
"If 2 bodies A & B, being A lighter, having same linear momentum are moving, then the K.E. of A is",more than B,Less than B,Same as B,d. None
"The moment of inertia of a cylinder of mass M, length L, radius R about its axis is",1⁄2 MR2,MR2,ML2/3,M(L2/12 + R2/4 )
Two solid spheres of the same material have radii in the ratio 1:2. Their moments of inertia will be in,1:32,1:4,1:8,1:16
A circular disc of mass m and radius r is rotating about its axis with uniform speed of v. What is its kinetic energy?,1/4 mv2,mv2,1/2 mv2,1/8 mv2
Ice skaters use the principle of conservation of,angular momentum,inertia,moment of inertia,radius of gyration
"When the size of the earth is reduced to half, mass remaining same, the time period of the earth",6 hrs,24 hrs,12 hrs,48 hrs
"A rotating disc has .....kinetic energy, if mass is M and velocity is V",MV2/4,MV2,1/2 MV2,3/4 mv2
Ice skaters use the principle of ......for spinning.,Angular momentum,Moment of inertia,Torque,Radius of gyration
"If the earth is assumed to be homogenous sphere and if it is reduced to its half size, the length of a day will be:",6 hrs,48 hrs,24 hrs,12 hrs
"A driver while jumping into water from a height easily forms a loop in air, by pulling his arms and legs inward. During that which law comes into play?",Conservation of angular momentum,Conservation of energy,Conservation of linear momentum,Conservation of mass
"Angular momentum of a body is defined as the
product of",moment of inertia and angular velocity,mass and angular velocity,linear velocity and angular velocity,centripetal force and radius
If K.E. of a body is increased by 2 times then it's momentum increases by,2√2 times,2 times,½ times,2√2 times
The moment of momentum is called,angular momentum,couple,liquid,impulse
"A ring, a disc, solid sphere, hollow sphere are dropped from the same inclined plane of same height then which one of the following reaches the ground first",solid sphere,ring,disc,hollow sphere
The moment of inertia of a body of mass M about a given axis is I. What it the radius of gyration?,√I/m,1/M,IM,√IM
"A bullet of mass 'm' moving with velocity 'u' passes
through a wooden block of mass M = nm The block
is resting on smooth horizontal floor. After passing
through the block the velocity of bullet is 'v'. It's 
velocity relative to block is",((1 + n) * v - u)/n,(nv - u)/(1n + 1),(nu - v)/(n + 1),((n + 1) * u + v)/(2n + 1)
The torque due to gravitational force on a body about its centre of mass is,zero,infinite,finite,can not be measured
Two point masses of 1 kg and 2 kg separated by 0.5cm constitute a system. The distance of the centre of mass of system from 1 kg mass is,0.33cm,0.15 cm,0.25 cm,0.4 cm
"Two forces of 2N and 4N attached at the end of a 0.5 meter rod act vertically downwards. A third force will keep the system in equilibrium if applied at a point between the ends of the rad. The magnitude, direction and position of the third force will be",6N upward at 16.66 cm from 4N force,6N downwards at 33.33 cm from 2N force,2N downwards at 33.33 cm from 2 N force,2N upwards at 16.66 cm from 4N force
"Two blocks of masses m_{1} = 1 kg and m_{2} = 2kg are connected by a non-deformed light spring. They are lying on a rough horizontal surface. The coefficient of friction between the block and the surface is 0.4. What min. const. force F has to be applied in horizontal direction to the block of mass m, in order to shift the other block?",8N,15N,10N,25N
A person bring a mass of 2 kg from A to B. The increase in kinetic energy of the mass is 4] and the work done by the person on the mass is -10 J. The potential difference between B and A is,- 7l / k * g,41/kg,71/kg,- 3I / k * g
"A ring, a disc, solid sphere, hollow sphere are dropped from the same inclined plane of same height then which one of the following reaches
ground first",solid sphere,ring,disc,hollow sphere
Two masses of 1 kg and 2 kg are 9 m apart and make a two-body system. Their centre of m from 1 kg mass will be at,6m,4m,3m,2m
"A block of mass 'm' is moving with const. acceleration on a rough horizontal plane. If the co- efficient of friction between the block and ground is μ, the power delivered by the external agent after a time t from the beginning is equal to",m(μg+a)at,m * a ^ 2 * t,mμgat,mμ(μg+a)at
"A body of mass 2kg has radius 1m. Then moment
of inertia about diameter is:",0.5 kgm2,2 m2,4 kg m2,1 kgm2
"62.If the water falls from a dam into a turbine wheel
19.6 m below then velocity of water at the turbine
is:",19.6m/s,39.2m/s,9.8m/s,98.0m/s
Moment of inertia doesn't depend upon,angular velocity,mass,distribution of mass,radius
If m and r are respectively the mass of electr and radius of the orbit in which the electron revolves about the nucleus. The moment of inertia of electron will be:,mr2,. (1/2)mr,(2/5)mr2,(2/3) mr
A neutron makes a head on elastic collision with a stationary deuteron. The fractional energy loss of the neutron in the collision is,8/9,16/81,8/27,2/3
Two masses of 1 kg and 2kg are 9 m apart and make two body system. Their centre of mass from 1 kg mass will be at,6m,4m,3m,2m
The potential energy of a certain spring when stretched through a distance s is 10 Joules. The amount of work (in Joules) that must be done on this spring to stretch it through an additional distances will be,30,10,20,40
"When constant acceleration act on the body, then power of body varies:",t,t^2/3,t^1/s,t^3/2
A flywheel of mass 10 kg and radius 50 cm is rotating with constant angular speed of o with its kinetic energy 20 Joule. The angular speed of flywheel is,4 rad/s,2 rad/s,10 rad/s,0.4 rad/s
A 0.4 µF charged capacitor operated at 30 KV is is placed inside human body. The power delivered body. When it is inside body for 2ms is,90kw,9kw,180 KW,360kw
During elastic collision of two bodies:,both momentum and kinetic energy are conserved,momentum alone is conserved,kinetic energy alone is conserved,neither momentum nor kinetic energy is conserved
"The body applied with constant torque
changes the angular momentum lo to final angular
momentum 4Io, in 3 sec. Then find torque",Io,3Io,4Io,2Io
Impact parameter of head-on collision is,1.2 fm,0,2.5 fm,None
Ice skaters use the principle of ..... for spinnig,angular momentum,moment of inertia,torque,radius of gyration
Flowing water has,both K.E. and P.E.,K.E. only,P.E. only,None
.A rod is moving with angular velocity 5 rads-1. Its moment of inertia is 2kgm. The KE is,25,50,10,20
An inclined plane makes an angle of 30° with horizontal. A solid cylinder rolling down this inclined plan from rest without slipping has linear acceleration equal to,g/4,g/3,g/2,2g/3
A rest projectile suddenly explodes into two fragments then the direction of center of mass is,rest,parabolic,"st, line",hyperbolic
A body is moving with moment of inertia is 400kg m2 is rotating with angular velocity 20 rad/s. Calculate the torque of the body.,8000 N/m,2000 N/m,4000 N/m,16000 N/m
"What happens to moment of inertia when polar ice
melts?",increases,decreases,remains constant,none of these
Ice skaters use the principle of.... for spining,angular momentum,moment of inertia,torque,radius of gyration
A massive body collides elastically with a light body at rest then:,Massive body continue with same velocity & light body with double velocity of massive one,Massive body at rest and light body moves with velocity of massive body,Both at rest,Massive body continue to move with same velocity and light body at rest
"A cylinder is rotated in inclined plane, find it
acceleration.",2/3gsinθ,gsinθ,1/2gsinθ,3/2gsinθ
A body moving toward east is acted by a force 80 N and frictional force act on it is 50 N. What is the gain in kinetic energy when it moves a distance of 8 m?,240J,280J,840 J,380J
.A person standing on a rotating platform has his hands out stretches suddenly lowers his arms then angular momentum of platform:,remains constant,increases,decreases,becomes zero
Power is best defined by,Work done ÷ time,Work done in direction of force,Force x velocity,Work done x time
The spokes are used in bicycle wheel to,Increase moment of inertia,Increase frictional force,. Decrease frictional force,Increase angular momentum
A fan makes 10 revolutions in 3 second which is just switched on. Considering uniform acceleration the number of revolutions made by fan in next 3 seconds is.,30,10,20,40
Power is best defined by,Work done ÷ time,Work done in direction of force,Force x velocity,Work done x time
73.Kinetic energy of a body of mass 10g and momentum 500 g cm/s is equal to,1.25 * 10 ^ 4 ergs,1.25 * 10 ^ 3 ergs,1.25 * 10 ^ 3 * J,"50,000 ergs"
74.If KE of a body decreases by 10% then decrease in linear momentum of that body is,5%,2%,10%,15%
"A wire of length I and mass 'm' is bent in the form
AB/BC= 2. The moment of  a rectangle ABCD with inertia of this wire frame about the side BC is",7/162 ml^2,11/252 ml^2,8/203 ml^2,5/136 ml^2
The moment of inertia of a disc of mass M and radius R about an axis which is largest to the circumference of the disc and parallel to its diameter is:,5/4 MR2,3/2 MR2,4/5 MR2,2/3 MR2
A thin uniform circular ring is rolling down an incline plane of inclination 30 without slipping. It's linear acceleration along the inclination plane will,g/4,g/2,g/3,2g/2
"An engine is used to pump a liquid of density p continuously through a pipe of cross-sectional area A. If the speed of flow of liquid in pipe is v, then rate at which kinetic energy is being imparted to the liquid is",1/2 * A*rho * v ^ 3,1/2Apv2,1/2Apv,Apv
"A constant torque acting on a uniform circular wheel changes its angular momentum from Jo to 4Jo in 4 seconds, the magnitude of the torque is",3./4 Jo,4Jo,Jo,12 Jo
Kinetic energy is measured in,Meter/second,mgh,1/2 * m * v ^ 2,joules
Which is true about conservative force?,Only K.E. is conserved,Only P.E. is conserved,Total mechanical energy gets conserved,work done in a closed path is infinity
Ice skaters wave his hand. In doing so,angular momentum remains constant,. K.E. increase,velocity increases,angular momentum increases
"In perfectly elastic collision, K.E. after collision",is same as that of initial,greater than that of initial,smaller than that of initial,is zero
.If the radius of the earth's orbit is made one fourth the duration of year will become,1/16 times,1/2 times,1/4 times,1/8 times
Moment of inertia depends upon:,Axis of rotation,Torque,Angular momentum,Angular velocity
A uniform heavy disc is rotating with a constant angular velocity about a vertical axis through its center. Some wax is dropped gently on the disc near to the edge. The angular velocity of the disc,Decreases,increases,Becomes zero,does not change
A couple produces,purely rotational motion,no motion,purely linear,linear and rotational motion
Two spheres of same material have their radii in the ratio 1:2. Moment of inertia about their axes will be in the ratio,1:32,"1:2
.",1:4,1:16
If an automobile moves with constant power : P ^ prime relation between velocity and time will be,T∝1/2,V ∝  t3/2,V ∝t^2,V ∝t
If the momentum increased by two times kinetic energy increases by,4 times,2 times,√2 times,8 times
The simple pendulum consisting of bob of mass 'm' is amplitude is 5m time period is '2' calculate the maximum velocity.,16 m/s,0.16 m/s,160 m/s,1.6 m/s
In damping....remains constant,initial phase,time period,angular frequency,amplitude
"A simple pendulum has a time period T1 when on the earth's surface, and T2 when taken to a height above the earth's surface, (where R is the radius
of the earth) then the value of  T1/T2 is:",2,4,√2,1
The period of simple pendulum doubles when,length of pendulum is made four times,mass of the bob doubles,mass and length is doubled,length is made two times
The pendulum stops due to,air friction,gravity,lack of energy,its mass
When a tunnel is bored in earth through its centre then the time taken by an object to reach the centre is equal to:,21 min,84 min,42 min,63 min
Time period of simple pendulum in SHM is independent of:,Mass of bob,Angle of swing,Length of pendulum,air resistance
".A simple pendulum was allowed to fall freely under gravity. Its frequency under this condition, its original frequency is 'n' is:",0,n,>n,<n
The pendulum stops due to,air friction,gravity,lack of energy,its mass
"The SHM of a particle is given by an equation y = 3
sinωt + 4 cosωt. The amplitude is",5,7,1,12
A particle is vibrating in a SHM with amplitude A. At what distance from equilibrium position will its potential and kinetic energies be equal?,A/√2,A,√3/2A,2/√3 A
"If the displacement of a body in simple harmonic motion is represented by y = r sin(wt), in an usual motion, its maximum acceleration will be",w2r,rw,-rw,-w2r
