question,answer,wrong1,wrong2,wrong3
"In an air parallel plate capacitor, the seperation between the plates is doubled, if  this cause doubling of the capacitance of the capacitor then the dielectric constant is",quadrupled,halved,doubled,unchanged
"In a parallel-plate capacitor of area 2m², a dielectric of relative permittivity 6  is inserted.Then the capacitance becomes ........ of the original value",6 times,1/6 times,12 times,3 times
Two parallel plate capacitor of capacitance C seperated by a distance have the energy stored E. Now one of the plates is moved so that distance between them is doubled (without disconnecting from battery). What will be the new energy stored?,E/2,2E,E/2,E
"In  parallel plate capacitor, force on each plate is",q²/2A∈o,q²/∈o,q²/A∈o,zero
What is the capacitance between point A and B?,2.25µF,12µF,10µF,15.0µF
If the earth is supposed to be metallic sphere of radius 6400km.What is its capacitance?,711µF,811µF,711F,711pF
In A.C motor capacitor is used,to decrease A.C.,to reduce ripples,to increase A.C.,to decrease D.C.
When a slab is introduced in parallel plate capacitor then,electric intensity decreases,electric intensity doesn't change,electric intensity increases,electric intensity depends upon thickness of slab
A condenser having a capacity 50 micro farad is charged to 10 volts.Its energy is:,2.5 *10^-3 J,12.5*10^-2 J,5*10²J,1.2*10^5 J
The capacitors of 2µF are charged to potential of 10 volt and 6 volt respectively.They are then joined together with like polarity.Their common potential will be,7.6 volts,5.6 volts,4.6 volts,3.6 volts
"A parallel plate air capacitor has capacitance 18µF. If the distance between the plate is trebled and a dielectric medium is introduced, the capacitance becomes 72µF.The dielectric constant of the medium is",12,4,9,2
A 800µF capacitor is charged at a steady rate of 50µC/sec.How long will it take to raise its potential to 10 volt?,160s,50s,10s,500s
Two condensers of capacity 0.3µF and 0.6µF respectively are connected in series.The combination is connected across a potential of 6 volt.The ratio of energies stored by condensers will be,2,1/2,1/4,4
A 4µF condenser is charged to 400V and then its plates are joined through a resistance of 1kΩ.The heat produced in the resistance is:,0.32J,1.28J,0.64J,0.16J
"The plates of a parallel plate capacitor are charged uo to 100 volt.A 2mm thick slab is inserted between the plates, then to maintain the same p.d., the distance between the capacitor plates is increased by 1.6mm.The dielectric constant of the slab is :",5,1.25,3,2.5
Force acting upon a charged particle kept between the plates of a charged condenser is F. If one of the plates of the condenser is removed then the force acting on the same particle will become,F/2,zero,F,2F
"A parallel plate capacitor has a capacitance of 50pf in air and 105pf, when immersed in oil. The dielectric constant of the oil is:",2.1,50/105,1,infinity
Two capacitors of capacitance 2µF and 6µF are connected in series.A p.d of 800V is applied to the outer plates of the two capacitor system.The charge on each capacitor will be,1200µC,1200C,6000C,6000µC
"The capacity of a parallel plates condenser is 5µF.When a glass plate is placed between the plates of the condenser, its p.d reduces to 1/8 of the original value.The magnitude of relative dielectric constant of glass is",8,2,6,7
A parallel plate capacitor with air as medium between the plares has a capacitor of 10µF.Now area of the capacitor is divided into the two equal halves and then filled with two media having dielectric constants K1 =2 and K2 = 4.The capacitance of the system will now be,30µF,15µF,28µF,28µC
A capacitor connected to a 10V battery collects a charge of 40µC with air as dielectric and 100µC with a given oil as dielectric.The dielectric constant of the oil is,2.5,1.5,2.0,3.0
A parallel plate capacitor having dielectric slab of Er=6 is connected across a battery and charged.This dielectric slab is then removed and new dielectric slab of Er=10 is introduced.The ratio of energy stored in first to that in second case is,3:5,5:3,9:25,25:9
"With air as dielectric a capacitor connected to a 10V d.c source collects a charge of 40µC.When a certain oil is introduced as dielectric, the same capacitor collects a charge of 200µC from same d.c. source.The dielectric constant of oil is:",5,0.4,1,2.5
"A parallel plate capacitor is charged and then isolated.When the effect of increasing the plate separation on charge, potential capacitance, respectively?","constant,increases,decreases","constant,decreases,decreases","increases,decreases,decreases","constant,decreases,increases"
A parallel plate condenser is immersed in an oil of dielectric constant 2.The field between the plate is,decreased proportional to 1/2,increased proportional to 2,increased proportional to -2,decreased proportional to -1/2
A parallel plate air capacitor has a capacitance has a capacitance of 1000µF.The plates are at a distance d apart. A slab of thickness t(t<d) and dielectric constant 5 is introduced between parallel plate. Then capacitance can be,200µF,50µF,100µF,500µF
There are 10 condensers each of capacity 5µF.The ratio between max. and min. capacity obtained from these condensers will be,100:1,25:5,40:1,60:3
Two capacitors of 3µF and 6µF are connected in series across a potential difference of 120V.Then the p.d across 3µF capacitor is,80 V,50V,60 V,70 V
A metal foil of negligible thickness is introduced between two plates of a capacitor at the centre.The  capacitor will be,same,double,half,K times
"Two insulated charged spheres of radii 20cm and 25cm respectively and having an identical charge Q connected by a copper wire and then seperated.After seperation,",charge on 25cm sphere will be greater than that on 20cm,both the spheres will have the same charge Q,charge on 20cm sphere will be greater than that on 25cm sphere,none of the above
Two capacitors of 2µF and 4µF are connected in parallel.A third capacitor of 6µF is connected in series.The combination is connected across a 12V battery.The voltage across 2µF capacitor is,6V,2V,8V,1V
A capacitor is conected to a cell of emf E and some internal resistance.The p.d. across the,cell is E,cell is <E,capacitor is <E,capacitor is >E
Capacitance of a capacitor becomes 4/3 times  its original value if a dielectric slab of thickess t = d/2 is inserted between the plates (d=seperation between the plates). The dielectric constant of the slab is,2,6,8,4
A capacitor is filled with an insulator  and a certain potential difference is applied to its plates.The energy stored in the capacitor is U.Now the capacitor is disconnected from the source and the insulator is pulled out of the capacitor.The work performed against the forces of electric field in pulling out the insulator is 4U.Then dielectric constant of the insulator is,5,8,3,4
A 10µF capacitor and a 20µF capacitor are connected in series across 200V supply line.The charged capacitors are then disconnected from the line and reconnected with their positive plates together and negative plates together and no external voltage is applied.What is the potential difference across each capacitor?,400 volt,800/9 volt,800/3 volt,200 volt
A 10µF capacitor is charged to a potential difference of 50V and is connected to another uncharged capacitor in parallel.Now the common potential becomes 20 volt.The capacitance of second capacitor is,15µF,30µF,20µF,10µF
