question,answer,wrong1,wrong2,wrong3
Two point charges of 1µC and -1µC are seperated by a distance of 100Å.A point P is at a distance of 10cm from the midpoint and on the perpendicular bisector of the line joining the two charges.The electric field at P will be,0.09N/C,9N/C,0.9V/m,90V/m
"A soild sphere of radius R has a uniform distribution of electric charge in its volume.At a distance x from its centre for x<R, the electric field is directly proportional to",x,1/x²,1/x,x²
The electric potential at a point on the equatorial line of an electric dipole is,none of the above,directly proportional to distance,inversely proportional to distance,inversely proportional to square of the distance
"At the centre of a square ABCD, there is situated a charge 10^-3 µC.The side of the square is 2cm.The work done in moving a charge of 1 coulomb from the corner A to B is",zero,225J,450 ergs,450J
"A charge of 10 e.s.u is placed at a distance of 2cm from a charge of 40e.s.u and 4cm from another charge of 20 e.s.u The potential energy of 10 e.s.u., in ergs is",250,150,87.5,112.5
The electric strength of air is 2*10^7 N/C. The maximum charge that a metallic sphere of diameter 6mm can hold is,2 nC,3  nC,20 nC,1.5 nC
"A proton is about 1840 times heavier than an electron. When it is accelerated by a pot. difference of 1kV, its k.E will be",1 keV,1840 eV,1/1840 keV,none of these
Two charges +10µC and +50µC kept at a certain distance. The electric intensity at the location of +10µC is E.Then the electric intensity at the location of 50µC is,-E/5,E/5,5E,-5E
"Three charges +2q,-q and -q are kept at the vertices of a triangle of side l then the electric intensity at the centroid of the triangle is",9q/4¶ε0l²,3q/4¶ε0l²,2q/4¶ε0l²,q/4¶ε0l²
"There charges +3q, -2q and -q kept at the vertices of an equilateral triangle of side l.The dipole moment of the system will be",(7)^1/2 ql,ql,(5)^1/2 ql,zero
A charge of 2C is kept on the axial line at some distance from the centre of the dipole. If the distance is doubled then the ratio of force experienced by the change will be in the ratio of,8:1,4:1,16:1,1:1
15J of work is done by an external agent in moving a charge 0.01C from A to B. Then the p.d between A and B will be,-1500V,+1500V,-1200V,+1200V
A -ve charge of 1C is moving form -1000V to +1000V. Then the work done will be,+2000J,-2000J,+1000J,-1000J
Find the work done by external agent in moving a charge of 2µC from infinity to a point having potential 10^4 V,2*10^-2 J,1*10^-2 J,4*10^-4 J,8*10^-4 J
If one penetrates a uniformly charged shell the electricc field strength,remains zero throughout,increases,decreases,remains same as on the surface
"When two electrons are brought nearer, the potential energy of the system",increases,decreases,remains same,first increase then decreases
Two conducting spheres of radii r1 and r2 are charged to the same surface charge density.The ratio of electric potentials on their surfaces is,r1/r2,r1²/r2²,r2/r1,1:1
A hollow metal sphere of radius 5cm is charged such that the potential on its surface is 10V.The potential at the centre of the sphere is,10 V,0V,Same as at point 5cm away from the surface,same as at a point 20cm away from the surface
A sphere of radius r is charged to a potential V.The outward pull per unit area of its surface is given by,ε0V²/2r²,4¶ε0V²/r²,2ε0V²/r²,ε0V²/4r²
Two insulated charged spheres of radii R1 and R2 having charges Q1 and Q2 respectively are connected to each other. There is decrease is energy of the system,unless Q1R2=Q2R1,always,never,if Q1R1 =Q2R2
"A charge of +Q is kept at centre between two identical charge -q.For what value of Q/q, P.E. of the system is zero",1:4,4:1,1:2,2:1
A charge of 10 esu is kept at a distance of 2cm from 40esu and at a distance of 4 cm from 20esu.Then the P.E. of 10 esu charge is erg is,250 erg,383.3erg,150 erg,87.5 erg
A deutron and an α- particle are placed in an electric field.If they are accelerated by the same p.d. the velocities gained by them will be,1:1,1:(2)^1/2,(2)^1/2 : 1,1:2
A potential of mass m and charge q is placed at rest in a uniform electric field E then released.The kinetic energy attained by the particle offer moving a distance y is,qEy,q Ey²,qE²y,q²Ey
Identical charges -q each are placed at 8 corners of a cube of each side b. Electrostatic potential energy of a charge +q which is placed at the centre of cube will be,(-4 * q²) / ((3)^1/2 * ¶ε0b),(-4*(2)^1/2 * q²) / (¶ε0b),(-8*(2)^1/2 * q²) / (¶ε0b),(-8*(2)^1/2 * q²) / (4¶ε0b)
A charge q is placed at the centre of cube of side a.The electric flux through the cube is,q/ε0,q²/ε0,q/6ε0,q/ε0a²
The elecctric flux from a cube of edge l ø.What will be its value if edge of cube is made 2l and charge enclosed halved?,ø/2,2ø,4ø,ø
A surface encloses an electric dipole.The flux through the surface is,zero,positive,negative,infinite
